1456,9834,1640,926,478,7571,1479,8191,524,7036
1683,9109,9501,3453,8278,4126,4907,2697,9381,5102
4728,149,6751,5317,4024,8668,7941,3776,830,4114
1227,2,4373,4584,2000,9188,928,4383,9851,4171
4147,2465,6294,4906,6883,1260,8512,9575,3035,6720
7182,2482,3058,7180,1201,6691,569,3556,2270,1667
2025,8501,3833,7087,1340,1932,9059,6008,9290,1796
5559,5646,3240,4558,2767,5086,3356,4454,780,2201
1939,8115,3158,2775,9703,5775,1424,4268,4555,9672
1632,2138,4585,7463,6078,3479,1247,4031,9643,7409
5060,1208,4291,6511,5377,3244,9510,4313,4814,3537
67,1403,3306,1705,8262,3014,7920,9894,9892,2215
9974,2162,4948,5548,6247,4910,4417,5236,1348,8377
1597,2503,9718,9139,6376,5670,3736,4419,8722,6948
9138,1366,4301,2661,4424,1049,7238,2693,4645,1385
4789,9709,6418,3208,4930,7489,9500,7107,9947,4494
8965,2898,3796,8402,8425,2767,2318,5340,4323,1019
859,4278,7889,381,3281,9231,8182,1212,3085,3774
6030,7215,8937,4772,6311,963,5313,7714,511,973
1171,1163,2552,4257,3366,6379,1091,6083,4492,3816
8748,9179,2938,4519,1842,910,1447,450,7530,1530
9827,4073,212,6706,7035,3207,446,5083,858,134
199,7478,6770,1237,2327,3392,3995,9097,4078,3734
2683,9938,8682,6540,4695,48,6524,8400,3416,3429
1021,9003,2514,9404,9005,1528,3953,1355,4141,8424
1813,3893,7630,6548,1759,5715,9641,2741,2092,7220
4656,2721,1314,322,1396,9478,2425,1240,5609,652
8444,6897,39,438,7216,4209,8979,6778,3668,7178
3853,881,4985,6760,9387,9393,6867,7214,5910,2409
625,7269,387,5164,7754,433,6996,5873,3449,8791
3056,8890,426,9052,6033,8613,1029,5392,4844,4368
5867,8107,3335,1088,8206,6198,5734,643,1926,6125
918,611,3585,995,9741,8302,2939,3511,8417,5109
3342,6933,969,2850,7899,6944,1585,5038,4842,6783
1602,1329,9342,422,4705,3643,7565,2135,8918,4514
6943,616,4513,7693,5989,4310,408,1729,3516,8874
1427,2538,1473,5755,3436,3996,9575,933,9345,8266
7798,6376,7932,5351,295,6484,2917,4651,174,5891
7637,5880,6567,471,6607,3805,1108,2823,9291,155
8005,852,162,2247,2697,576,3761,7839,3269,1921
9255,4513,4531,4627,3425,936,2332,892,2985,1719
9704,5715,9802,6427,7317,483,8248,5069,471,3533
5277,8949,2335,5388,6054,9829,1199,5341,7232,5013
2509,1358,2397,7034,1766,614,731,3245,933,9862
5527,1193,9780,9550,9774,1269,8658,8755,5012,1875
7701,5904,8168,295,9842,3434,6136,5148,1115,1993
49,6804,9928,6771,9914,591,1721,1419,7873,9790
4523,7387,6758,5383,6121,2269,1127,9564,1925,6704
843,7815,6375,3560,2515,4265,2965,2023,270,1268
1444,5564,396,4085,5566,3465,5781,5910,2100,9977
7627,434,629,8001,189,3643,9936,5671,6654,3897
3095,9056,8053,755,6629,2590,9318,6051,9857,5962
6689,2757,1139,4622,8441,5616,1334,2823,2344,2456
2702,4457,1985,8467,4189,2323,470,8523,3457,1252
8363,1971,1087,1086,715,7294,6854,7705,8793,5964
7773,8908,8153,2918,2943,824,5265,9740,4857,4005
2010,1197,6048,9953,9387,8455,312,1510,2312,4079
9939,9132,4711,8308,1159,1375,9571,9999,6467,6082
7604,9437,1378,2291,8559,2096,625,1057,6698,8227
2862,5020,7251,1837,5682,5724,1953,1159,5984,36
491,5873,6430,7432,3368,8082,1508,1821,4359,5711
5907,4592,1631,1486,9976,8089,1865,5531,1744,6369
2253,6891,6718,6115,6139,8351,1707,5183,2092,6923
5597,148,5383,8200,5467,2895,1223,1590,2208,9327
1485,2774,2175,4267,3203,5015,5814,4358,4865,3807
2117,7505,8963,4973,5200,1922,5114,7916,9715,9748
354,1211,951,175,5732,1323,3378,7497,4381,1480
739,9645,1887,2732,2222,299,2166,3584,7476,9696
9949,708,5816,6600,9234,1297,29,9313,680,1980
9092,3922,9276,1838,2948,1755,4810,2547,3050,1839
5392,2752,1988,1839,4867,8632,5097,7577,3745,7568
3724,6017,2343,3217,6240,1022,228,5342,6493,1241
6637,5191,243,209,7842,46,5439,7075,9793,2376
7324,8984,3258,3829,5484,5518,2563,7795,5335,684
685,2464,723,5776,102,895,6741,2300,3856,638
2823,1201,690,2005,1835,8042,7021,1121,9678,6092
2386,5585,8368,1692,1730,7185,8163,8066,7174,3510
5730,1132,2176,1656,2052,1974,4114,967,1,3353
173,6903,7428,1537,7837,78,3553,2708,6995,3776
6026,384,9891,2920,6605,1348,8240,5946,8832,5713
9268,7798,2863,1826,1092,3648,389,6458,8099,7694
6953,2333,1221,674,5051,4066,5911,5801,4416,3031
8862,771,2250,6534,5213,9395,715,1798,6667,5593
6475,2469,6709,4190,9880,8133,7823,9296,8590,3316
4144,4079,9560,1553,1023,9143,3381,7755,1113,9839
622,924,1237,3825,9062,4438,4089,459,5939,6589
5645,2262,1949,5653,8497,7717,9877,2349,3675,4575
4152,1021,1635,1857,804,7483,7283,6318,1977,1044
6937,6056,467,3530,3647,5940,6280,7305,5085,4136
5773,3422,7485,6136,9054,3130,928,9378,5277,931
1935,583,7515,7515,8324,1499,1925,1830,6921,9630
7808,1222,8017,5356,7736,2153,374,770,8358,1654
9603,6114,1968,6931,6483,3593,7925,1611,3130,1678
6761,30,9571,766,2686,2361,9257,2214,724,2151
8841,6097,8018,8888,743,4611,5,5026,9377,9860
2696,4549,4642,1889,69,5907,615,5055,1643,2816
5367,5857,6033,5494,8302,9229,9385,5660,619,7482
489,1240,5627,7853,6086,9650,949,9428,337,2843
7832,1570,3031,3599,7265,156,9411,4375,2610,4371
695,1777,2431,4659,3052,4563,6298,9660,6438,2526
